Employee_ID,Department,Gender,Age,Salary,Training_Hours,Performance_Rating,Overtime_Ratio,Status,Hire_Date
EMP1349,Marketing,Female,45,90000,46,5.0,0.38,Resigned,2025-06-19
EMP1350,Marketing,Non-binary,24,80000,43,3.4,0.09,Active,2022-03-21
EMP1351,Engineering,Non-binary,44,120000,46,3.6,0.48,Active,2021-11-15
EMP1352,Engineering,Male,31,120000,38,3.9,0.03,Resigned,2019-01-26
EMP1353,Engineering,Non-binary,24,110000,22,1.7,0.4,Active,2015-06-02
EMP1354,Product,Female,36,80000,44,4.8,0.48,Resigned,2025-10-07
EMP1355,HR,Male,26,110000,48,5.0,0.37,Resigned,2023-12-01
EMP1356,HR,Non-binary,49,100000,19,2.7,0.02,Active,2016-05-23
EMP1357,Sales,Non-binary,35,140000,48,5.0,0.35,Active,2019-10-21
EMP1358,HR,Female,57,70000,50,4.9,0.13,Active,2025-11-11
EMP1359,Engineering,Female,26,70000,41,3.6,0.42,Resigned,2019-12-05
EMP1360,Marketing,Non-binary,58,80000,36,3.3,0.15,Resigned,2023-02-05
EMP1361,HR,Female,57,140000,17,2.2,0.24,Active,2016-02-02
EMP1362,Sales,Female,57,140000,45,5.0,0.22,Active,2024-04-18
EMP1363,Product,Female,54,140000,17,2.6,0.18,Active,2017-01-18
EMP1364,Sales,Male,22,150000,11,0.9,0.23,Active,2025-10-03
EMP1365,Marketing,Non-binary,34,140000,16,1.1,0.28,Active,2017-03-19
EMP1366,Marketing,Male,41,120000,34,4.2,0.44,Resigned,2019-02-05
EMP1367,Sales,Female,31,120000,11,1.6,0.49,Active,2016-03-07
EMP1368,Marketing,Non-binary,25,130000,38,3.3,0.44,Resigned,2023-08-06
EMP1369,Sales,Non-binary,42,80000,23,1.4,0.35,Active,2017-06-21
EMP1370,Marketing,Male,53,100000,37,2.8,0.17,Active,2023-11-28
EMP1371,Engineering,Female,28,80000,47,4.0,0.24,Active,2016-10-04
EMP1372,Sales,Non-binary,28,130000,31,3.6,0.45,Active,2025-07-28
EMP1373,HR,Female,41,130000,21,1.4,0.25,Resigned,2021-06-27
EMP1374,Product,Female,47,150000,23,2.3,0.27,Active,2021-10-21
EMP1375,Marketing,Non-binary,52,130000,14,1.2,0.42,Active,2019-07-27
EMP1376,Marketing,Female,33,90000,36,2.9,0.12,Resigned,2015-11-19
EMP1377,Engineering,Non-binary,43,80000,40,4.0,0.02,Active,2020-10-23
EMP1378,Marketing,Female,53,80000,50,4.2,0.09,Resigned,2023-06-10
EMP1379,Sales,Female,48,150000,47,5.0,0.0,Active,2021-01-26
EMP1380,Marketing,Female,50,100000,44,4.4,0.3,Resigned,2021-02-05
EMP1381,Marketing,Female,49,80000,32,3.4,0.24,Resigned,2025-12-26
EMP1382,Sales,Male,38,130000,18,1.7,0.23,Active,2016-05-10
EMP1383,Sales,Female,38,140000,12,1.5,0.24,Active,2020-08-28
EMP1384,Product,Female,47,120000,11,0.3,0.1,Active,2018-12-18
EMP1385,Product,Non-binary,41,120000,42,4.4,0.41,Resigned,2017-09-18
EMP1386,Product,Male,47,130000,44,5.0,0.06,Active,2023-12-19
EMP1387,Marketing,Male,54,90000,15,1.1,0.34,Active,2015-05-16
EMP1388,Engineering,Male,59,80000,33,2.4,0.12,Active,2023-01-22
EMP1389,Sales,Female,43,80000,26,2.5,0.04,Resigned,2017-09-22
EMP1390,Product,Female,26,120000,11,1.3,0.2,Resigned,2020-08-08
EMP1391,Product,Female,36,110000,33,2.8,0.05,Active,2018-05-02
EMP1392,Marketing,Male,50,70000,19,1.4,0.34,Active,2019-06-15
EMP1393,Marketing,Female,28,120000,28,2.6,0.14,Active,2024-03-24
EMP1394,Product,Female,29,120000,50,5.0,0.04,Resigned,2021-07-22
EMP1395,Engineering,Male,56,150000,39,2.9,0.35,Resigned,2025-08-21
EMP1396,Marketing,Male,47,110000,45,4.4,0.04,Active,2021-06-04
EMP1397,Sales,Female,27,150000,40,4.4,0.25,Active,2017-12-28
EMP1398,HR,Non-binary,57,150000,18,1.0,0.4,Active,2015-01-18
EMP1399,Marketing,Female,52,120000,45,4.9,0.46,Active,2017-10-09
EMP1400,Engineering,Male,48,110000,23,3.0,0.04,Active,2024-09-27
EMP1401,Product,Female,33,150000,45,5.0,0.11,Resigned,2022-10-05
EMP1402,Marketing,Non-binary,27,70000,38,3.9,0.46,Active,2016-09-11
EMP1403,Product,Non-binary,55,70000,31,3.2,0.47,Active,2018-05-14
EMP1404,Sales,Non-binary,31,100000,46,5.0,0.4,Active,2025-03-21
EMP1405,Product,Female,31,80000,33,3.4,0.44,Resigned,2023-05-19
EMP1406,Sales,Male,32,150000,33,2.6,0.12,Resigned,2016-05-13
EMP1407,Sales,Female,56,110000,43,4.1,0.24,Resigned,2025-04-21
EMP1408,Product,Non-binary,32,110000,49,4.2,0.03,Active,2016-09-15
EMP1409,Product,Male,38,130000,32,3.5,0.45,Resigned,2024-09-24
EMP1410,Sales,Female,36,130000,11,0.3,0.08,Active,2018-03-05
EMP1411,Sales,Non-binary,29,130000,12,0.9,0.25,Resigned,2019-06-02
EMP1412,Sales,Non-binary,37,100000,13,2.2,0.01,Active,2021-02-18
EMP1413,Engineering,Male,42,110000,21,1.4,0.02,Active,2022-05-05
EMP1414,Engineering,Male,59,100000,20,1.9,0.06,Active,2018-12-15
EMP1415,HR,Female,29,120000,32,3.0,0.01,Resigned,2016-11-07
EMP1416,Product,Male,27,70000,28,3.1,0.26,Resigned,2018-05-11
EMP1417,Engineering,Non-binary,45,70000,43,3.6,0.05,Active,2023-01-23
EMP1418,Marketing,Non-binary,30,130000,29,2.9,0.35,Active,2019-07-03
EMP1419,Sales,Male,39,140000,31,3.0,0.34,Active,2025-04-03
EMP1420,HR,Female,33,110000,41,3.9,0.31,Active,2019-09-21
EMP1421,Engineering,Male,39,150000,37,3.7,0.2,Resigned,2021-12-20
EMP1422,Marketing,Male,44,70000,19,2.8,0.17,Active,2018-02-28
EMP1423,Marketing,Non-binary,33,80000,21,2.2,0.37,Active,2017-03-23
EMP1424,Product,Male,51,120000,35,3.5,0.11,Active,2016-01-04
EMP1425,Engineering,Non-binary,45,140000,46,5.0,0.47,Active,2022-03-12
EMP1426,Sales,Non-binary,46,70000,37,4.1,0.25,Resigned,2015-03-05
EMP1427,Marketing,Male,45,80000,31,3.5,0.15,Active,2025-10-27
EMP1428,Marketing,Female,29,80000,19,2.4,0.12,Active,2024-01-04
EMP1429,HR,Male,31,130000,15,2.5,0.28,Active,2017-01-18
EMP1430,HR,Female,32,100000,26,3.1,0.5,Resigned,2015-02-15
EMP1431,HR,Non-binary,32,100000,27,3.6,0.01,Active,2024-11-15
EMP1432,Marketing,Non-binary,24,70000,44,3.9,0.17,Resigned,2016-01-09
EMP1433,Sales,Non-binary,32,90000,49,5.0,0.47,Resigned,2018-06-27
EMP1434,Engineering,Male,50,100000,18,1.9,0.11,Active,2018-04-25
EMP1435,Engineering,Non-binary,26,120000,35,3.8,0.12,Active,2018-01-05
EMP1436,Marketing,Female,36,70000,29,3.6,0.49,Active,2016-04-05
EMP1437,HR,Male,39,90000,36,3.9,0.42,Active,2016-03-08
EMP1438,Marketing,Male,54,90000,31,3.2,0.24,Active,2015-11-14
EMP1439,Product,Male,45,110000,10,1.6,0.24,Active,2023-02-08
EMP1440,Marketing,Non-binary,31,80000,43,3.4,0.45,Active,2018-09-19
EMP1441,Product,Male,33,140000,29,3.8,0.37,Active,2017-03-22
EMP1442,HR,Female,47,140000,29,2.1,0.28,Active,2021-05-11
EMP1443,Marketing,Female,57,120000,48,4.7,0.01,Active,2025-08-24
EMP1444,Sales,Female,38,80000,44,3.4,0.15,Resigned,2015-02-08
EMP1445,Product,Non-binary,35,150000,33,3.5,0.28,Active,2022-01-20
EMP1446,Sales,Non-binary,60,150000,24,3.3,0.02,Active,2022-04-23
EMP1447,Product,Female,53,120000,34,3.3,0.48,Active,2025-01-05
EMP1448,Sales,Female,57,90000,20,2.0,0.35,Active,2018-10-06
EMP1449,Product,Female,59,130000,38,2.8,0.13,Active,2023-03-19
EMP1450,Sales,Female,57,70000,46,4.4,0.39,Resigned,2015-08-26
EMP1451,HR,Female,60,90000,26,3.1,0.29,Active,2015-10-21
EMP1452,HR,Non-binary,22,90000,10,1.3,0.16,Resigned,2016-03-20
EMP1453,Engineering,Non-binary,31,150000,49,5.0,0.31,Active,2024-10-12
EMP1454,HR,Non-binary,29,70000,20,2.2,0.27,Active,2018-03-20
EMP1455,HR,Female,28,110000,48,4.8,0.09,Active,2015-09-27
EMP1456,HR,Non-binary,38,80000,16,1.8,0.29,Active,2018-04-21
EMP1457,Sales,Non-binary,40,110000,22,2.0,0.33,Active,2017-07-13
EMP1458,Product,Female,33,150000,50,4.9,0.05,Active,2018-12-14
EMP1459,HR,Female,52,110000,41,5.0,0.14,Resigned,2021-05-25
EMP1460,HR,Male,57,110000,43,4.2,0.4,Resigned,2023-07-16
EMP1461,HR,Female,41,70000,35,3.2,0.42,Resigned,2017-08-25
EMP1462,HR,Male,29,140000,42,3.9,0.45,Active,2019-12-20
EMP1463,Sales,Male,51,80000,25,2.4,0.29,Active,2015-11-22
EMP1464,HR,Female,50,110000,27,2.8,0.38,Active,2020-05-28
EMP1465,Marketing,Non-binary,36,130000,50,5.0,0.21,Active,2021-10-17
EMP1466,Sales,Male,58,140000,42,4.3,0.11,Active,2022-07-11
EMP1467,Sales,Female,40,70000,31,3.7,0.04,Active,2017-07-01
EMP1468,Engineering,Non-binary,47,120000,43,3.9,0.48,Resigned,2019-12-13
EMP1469,Product,Female,39,90000,39,4.3,0.15,Resigned,2025-06-23
EMP1470,Engineering,Non-binary,33,80000,44,4.5,0.38,Active,2020-03-16
EMP1471,Sales,Non-binary,35,120000,11,0.1,0.06,Resigned,2023-07-07
EMP1472,Sales,Non-binary,43,80000,20,1.9,0.29,Active,2023-05-12
EMP1473,Sales,Non-binary,39,130000,30,3.3,0.12,Active,2015-05-16
EMP1474,Sales,Male,52,140000,35,3.3,0.11,Resigned,2022-04-23
EMP1475,Sales,Female,27,70000,15,0.5,0.36,Active,2021-11-14
EMP1476,HR,Non-binary,43,130000,21,2.2,0.16,Active,2022-07-27
EMP1477,Marketing,Male,35,110000,22,2.5,0.48,Active,2022-12-20
EMP1478,Marketing,Female,23,80000,24,3.1,0.44,Active,2022-11-01
EMP1479,Marketing,Male,55,80000,28,3.6,0.42,Active,2019-03-17
EMP1480,Sales,Male,60,110000,43,3.9,0.28,Active,2016-08-24
EMP1481,Marketing,Non-binary,57,80000,28,3.4,0.22,Resigned,2022-03-12
EMP1482,Product,Female,51,130000,29,2.2,0.16,Active,2017-09-09
EMP1483,Product,Non-binary,46,130000,41,4.7,0.42,Active,2025-10-09
EMP1484,Sales,Female,38,120000,22,1.8,0.47,Active,2024-04-11
EMP1485,Sales,Female,30,130000,49,5.0,0.22,Resigned,2016-12-04
EMP1486,Product,Female,40,100000,11,2.1,0.06,Resigned,2025-07-24
EMP1487,Marketing,Male,36,90000,21,1.9,0.12,Active,2025-03-07
EMP1488,Engineering,Non-binary,28,90000,43,3.5,0.15,Active,2022-09-23
EMP1489,Product,Female,50,90000,49,4.3,0.45,Active,2019-03-16
EMP1490,Engineering,Non-binary,32,110000,49,4.9,0.01,Active,2015-06-25
EMP1491,HR,Male,47,70000,43,3.9,0.24,Active,2017-10-05
EMP1492,HR,Non-binary,47,90000,29,3.0,0.06,Active,2023-06-19
EMP1493,HR,Female,53,70000,23,2.0,0.21,Active,2018-06-16
EMP1494,Marketing,Male,57,100000,22,1.8,0.47,Active,2024-04-18
EMP1495,Marketing,Non-binary,33,110000,47,5.0,0.31,Active,2025-12-12
EMP1496,HR,Female,26,150000,40,4.1,0.36,Active,2018-09-16
EMP1497,Product,Non-binary,31,100000,47,5.0,0.23,Active,2020-07-06
EMP1498,Product,Non-binary,60,70000,37,3.8,0.13,Resigned,2019-01-22
EMP1499,Engineering,Non-binary,55,120000,43,5.0,0.23,Resigned,2019-04-10
EMP1500,Engineering,Male,30,80000,12,0.3,0.45,Active,2024-04-17
EMP1501,Product,Male,56,70000,48,5.0,0.42,Active,2021-05-18
EMP1502,Product,Male,41,90000,45,4.6,0.47,Active,2023-09-06
EMP1503,Sales,Non-binary,48,150000,44,4.7,0.4,Resigned,2022-04-01
EMP1504,Engineering,Female,33,90000,16,1.8,0.46,Active,2017-09-26
EMP1505,HR,Female,45,70000,33,3.5,0.02,Active,2017-05-17
EMP1506,Engineering,Female,33,70000,21,2.6,0.03,Resigned,2024-06-01
EMP1507,Sales,Non-binary,25,110000,32,3.9,0.13,Active,2019-04-16
EMP1508,Product,Male,47,120000,18,1.7,0.39,Active,2018-11-10
EMP1509,Product,Non-binary,60,150000,37,3.4,0.34,Active,2017-11-08
EMP1510,HR,Non-binary,47,120000,49,4.1,0.35,Active,2017-01-06
EMP1511,Marketing,Male,59,130000,42,5.0,0.35,Active,2022-04-24
EMP1512,Marketing,Female,53,70000,28,1.8,0.48,Active,2015-09-20
EMP1513,Marketing,Female,38,110000,22,3.1,0.48,Resigned,2016-06-24
EMP1514,Product,Male,22,140000,31,3.2,0.44,Resigned,2018-08-28
EMP1515,HR,Male,54,90000,36,3.6,0.33,Active,2015-03-10
EMP1516,HR,Female,60,80000,23,2.4,0.37,Active,2024-08-23
EMP1517,Product,Male,50,110000,31,3.3,0.31,Active,2022-02-13
EMP1518,Marketing,Female,48,110000,33,3.3,0.37,Active,2018-06-24
EMP1519,HR,Female,50,80000,27,2.7,0.45,Active,2019-11-28
EMP1520,Product,Non-binary,28,80000,29,2.0,0.38,Resigned,2023-05-07
EMP1521,Marketing,Non-binary,54,90000,16,1.2,0.35,Active,2024-03-06
EMP1522,Sales,Non-binary,43,120000,23,2.1,0.2,Active,2017-10-27
EMP1523,Product,Female,33,100000,28,3.6,0.33,Active,2018-09-09
EMP1524,Sales,Male,28,110000,45,5.0,0.37,Resigned,2025-04-14
EMP1525,Product,Non-binary,41,140000,31,4.0,0.33,Active,2025-06-22
EMP1526,HR,Female,35,150000,37,4.2,0.08,Active,2015-10-13
EMP1527,Product,Female,42,80000,15,1.2,0.43,Resigned,2017-01-14
EMP1528,HR,Female,33,110000,37,4.2,0.35,Active,2024-08-28
EMP1529,Sales,Male,51,90000,23,1.6,0.28,Active,2018-06-19
EMP1530,Engineering,Non-binary,36,110000,47,3.9,0.12,Resigned,2024-11-21
EMP1531,HR,Female,53,140000,49,5.0,0.14,Active,2021-09-18
EMP1532,Sales,Female,41,130000,30,3.4,0.27,Resigned,2023-05-02
EMP1533,Sales,Male,30,150000,36,3.1,0.2,Resigned,2018-10-08
EMP1534,Engineering,Female,43,100000,36,4.2,0.34,Resigned,2021-09-15
EMP1535,Engineering,Male,47,140000,14,2.0,0.08,Active,2024-12-05
EMP1536,HR,Non-binary,55,110000,14,1.0,0.07,Resigned,2024-02-11
EMP1537,Product,Female,33,120000,16,1.3,0.19,Active,2018-06-27
EMP1538,Product,Male,40,80000,35,2.8,0.33,Active,2015-10-03
EMP1539,HR,Non-binary,54,130000,24,1.7,0.38,Resigned,2022-09-25
EMP1540,Sales,Female,23,150000,34,3.5,0.06,Active,2020-02-22
EMP1541,HR,Male,28,80000,46,5.0,0.25,Resigned,2023-11-20
EMP1542,HR,Non-binary,40,100000,48,4.2,0.07,Active,2016-10-09
EMP1543,Engineering,Male,52,70000,42,4.4,0.39,Active,2015-07-09
EMP1544,Engineering,Female,31,130000,18,2.4,0.24,Resigned,2025-07-23
EMP1545,Engineering,Male,28,80000,28,2.9,0.03,Active,2015-10-19
EMP1546,Sales,Non-binary,33,80000,29,2.6,0.31,Active,2024-12-24
EMP1547,Sales,Male,29,120000,43,5.0,0.3,Resigned,2015-02-16
EMP1548,Engineering,Non-binary,46,70000,36,2.9,0.47,Active,2017-09-15
EMP1549,Marketing,Non-binary,53,70000,36,3.4,0.03,Active,2018-09-19
EMP1550,Marketing,Male,44,80000,32,4.0,0.5,Active,2020-03-01
EMP1551,Product,Female,44,100000,48,4.8,0.34,Active,2017-11-06
EMP1552,Engineering,Female,44,120000,12,2.0,0.2,Resigned,2015-04-14
EMP1553,Product,Female,34,130000,37,4.4,0.39,Resigned,2015-12-06
EMP1554,Sales,Female,45,80000,21,2.3,0.12,Active,2016-03-28
EMP1555,Sales,Male,33,100000,17,1.8,0.26,Active,2023-12-12
EMP1556,Marketing,Female,47,130000,20,2.8,0.16,Active,2017-11-13
EMP1557,Engineering,Female,52,100000,35,4.2,0.03,Active,2022-05-09
EMP1558,Engineering,Female,31,120000,20,2.5,0.28,Active,2022-04-22
EMP1559,Product,Non-binary,56,80000,10,0.8,0.36,Resigned,2023-12-01
EMP1560,Sales,Female,25,140000,16,1.9,0.21,Active,2019-01-06
EMP1561,Sales,Male,45,150000,50,5.0,0.49,Active,2023-07-13
EMP1562,Product,Non-binary,54,100000,40,5.0,0.24,Active,2021-10-27
EMP1563,Marketing,Female,48,90000,17,2.3,0.43,Active,2017-03-18
EMP1564,Product,Non-binary,31,80000,12,1.1,0.21,Resigned,2017-01-16
EMP1565,Product,Non-binary,25,120000,24,3.2,0.47,Resigned,2022-04-06
EMP1566,Sales,Male,29,120000,10,0.4,0.38,Active,2019-06-28
EMP1567,Sales,Male,38,100000,38,3.8,0.39,Resigned,2018-03-01
EMP1568,Marketing,Female,53,110000,33,2.4,0.03,Active,2023-10-19
EMP1569,Product,Female,33,80000,22,2.2,0.04,Resigned,2017-07-14
EMP1570,Engineering,Female,56,80000,35,2.9,0.31,Resigned,2021-09-04
EMP1571,Product,Male,32,80000,17,1.7,0.18,Resigned,2022-07-04
EMP1572,Product,Non-binary,37,140000,26,2.1,0.12,Active,2020-07-07
EMP1573,Product,Non-binary,57,70000,47,4.6,0.29,Active,2015-04-26
EMP1574,Marketing,Non-binary,34,90000,37,4.1,0.46,Active,2024-03-17
EMP1575,Engineering,Male,35,100000,44,4.3,0.4,Active,2017-05-03
EMP1576,Sales,Female,32,140000,50,4.1,0.07,Resigned,2021-06-28
EMP1577,Marketing,Female,56,130000,13,2.1,0.21,Resigned,2023-11-17
EMP1578,Engineering,Male,29,140000,50,4.8,0.24,Active,2024-02-10
EMP1579,HR,Non-binary,59,130000,31,2.3,0.14,Active,2018-05-27
EMP1580,Marketing,Female,36,110000,10,0.2,0.07,Resigned,2015-06-06
EMP1581,HR,Non-binary,59,110000,11,1.5,0.37,Resigned,2015-05-05
EMP1582,Product,Non-binary,32,150000,50,4.9,0.38,Active,2017-11-02
EMP1583,Marketing,Male,34,140000,49,5.0,0.17,Resigned,2017-08-25
EMP1584,Marketing,Male,22,80000,28,3.6,0.23,Resigned,2017-10-17
EMP1585,Product,Female,41,100000,45,4.4,0.32,Resigned,2020-07-26
EMP1586,Marketing,Male,55,100000,16,1.5,0.04,Resigned,2023-08-26
EMP1587,Product,Female,45,140000,32,2.4,0.39,Active,2018-08-08
EMP1588,Product,Non-binary,51,110000,32,2.9,0.29,Resigned,2016-09-22
EMP1589,Marketing,Male,51,90000,29,3.4,0.06,Resigned,2016-02-15
EMP1590,Engineering,Female,37,120000,15,1.5,0.12,Active,2015-10-07
EMP1591,Marketing,Female,45,90000,17,1.8,0.37,Resigned,2018-11-14
EMP1592,Sales,Non-binary,36,130000,23,2.3,0.0,Active,2019-07-15
EMP1593,Engineering,Non-binary,22,70000,26,1.8,0.26,Active,2021-06-18
EMP1594,Product,Female,27,150000,16,1.1,0.3,Active,2022-11-26
EMP1595,Product,Female,47,130000,36,2.8,0.02,Active,2021-05-22
EMP1596,Marketing,Non-binary,47,70000,37,4.2,0.18,Resigned,2024-04-23
EMP1597,Marketing,Female,36,70000,23,2.9,0.04,Active,2018-01-18
EMP1598,Product,Non-binary,24,140000,18,1.1,0.14,Active,2017-02-04
EMP1599,Marketing,Non-binary,44,90000,39,3.2,0.15,Resigned,2023-12-18
EMP1600,Sales,Non-binary,34,90000,50,5.0,0.45,Active,2015-07-14
EMP1601,Marketing,Female,51,110000,19,1.7,0.06,Resigned,2020-11-07
EMP1602,Engineering,Male,42,70000,19,2.8,0.17,Active,2015-07-12
EMP1603,HR,Non-binary,60,140000,29,2.9,0.19,Resigned,2019-01-02
EMP1604,HR,Female,27,110000,43,4.3,0.01,Active,2025-12-26
EMP1605,Engineering,Female,55,110000,36,2.7,0.34,Active,2018-10-01
EMP1606,Engineering,Female,52,130000,23,2.3,0.44,Active,2019-01-26
EMP1607,Engineering,Male,46,100000,21,1.6,0.0,Resigned,2022-02-24
EMP1608,Engineering,Male,46,90000,49,5.0,0.04,Resigned,2017-04-21
EMP1609,HR,Non-binary,37,100000,28,3.6,0.34,Active,2015-04-05
EMP1610,Sales,Female,39,70000,15,0.5,0.1,Active,2025-04-08
EMP1611,HR,Non-binary,33,100000,29,2.0,0.03,Active,2022-06-15
EMP1612,Marketing,Non-binary,37,120000,29,3.7,0.31,Active,2022-07-18
EMP1613,Product,Male,25,110000,50,5.0,0.39,Resigned,2022-05-03
EMP1614,HR,Female,37,130000,19,1.8,0.22,Active,2022-05-10
EMP1615,Engineering,Female,53,80000,35,2.6,0.03,Active,2017-12-18
EMP1616,Product,Female,38,130000,34,2.8,0.24,Active,2022-09-12
EMP1617,Product,Male,48,70000,43,4.4,0.39,Resigned,2019-12-26
EMP1618,Engineering,Female,50,80000,27,2.1,0.24,Active,2021-01-24
EMP1619,Product,Male,59,90000,33,2.4,0.39,Active,2021-03-12
EMP1620,Sales,Male,38,150000,47,4.8,0.4,Resigned,2025-08-16
EMP1621,Sales,Male,46,140000,37,3.4,0.5,Active,2021-02-22
EMP1622,Product,Female,25,140000,45,4.6,0.12,Active,2023-04-20
EMP1623,Product,Male,51,70000,15,0.7,0.03,Active,2025-11-21
EMP1624,Marketing,Male,43,90000,15,2.0,0.02,Active,2021-05-18
EMP1625,Sales,Non-binary,30,130000,27,2.3,0.26,Active,2024-06-14
EMP1626,Marketing,Non-binary,43,140000,43,3.7,0.48,Active,2019-08-05
EMP1627,Sales,Female,46,80000,11,0.5,0.2,Active,2017-12-26
EMP1628,Engineering,Non-binary,39,80000,38,4.1,0.28,Active,2015-06-11
EMP1629,Marketing,Female,48,70000,48,5.0,0.27,Active,2020-12-28
EMP1630,Marketing,Female,52,140000,32,3.6,0.35,Active,2022-08-10
EMP1631,HR,Non-binary,47,140000,14,1.1,0.43,Active,2018-01-27
EMP1632,Marketing,Non-binary,45,150000,31,2.3,0.16,Active,2017-02-16
EMP1633,Marketing,Female,33,130000,27,2.3,0.15,Active,2024-12-18
EMP1634,Engineering,Male,29,120000,31,2.5,0.06,Active,2024-01-28
EMP1635,Product,Male,52,140000,34,3.6,0.19,Resigned,2019-12-19
EMP1636,Marketing,Non-binary,29,130000,24,2.1,0.2,Active,2016-03-13
EMP1637,Marketing,Female,39,80000,17,1.9,0.34,Resigned,2020-10-07
EMP1638,Marketing,Non-binary,35,90000,35,2.9,0.05,Active,2021-04-28
EMP1639,Engineering,Non-binary,31,90000,31,3.0,0.29,Resigned,2025-04-11
EMP1640,Marketing,Female,45,80000,50,4.1,0.0,Resigned,2015-06-10
EMP1641,HR,Non-binary,60,150000,31,3.8,0.28,Resigned,2015-05-14
EMP1642,Marketing,Male,22,70000,23,2.5,0.05,Resigned,2022-04-22
EMP1643,Engineering,Male,34,140000,22,1.9,0.17,Active,2015-11-05
EMP1644,Engineering,Male,29,100000,24,1.6,0.35,Active,2025-09-13
EMP1645,Marketing,Female,41,80000,39,3.6,0.48,Active,2019-12-17
EMP1646,Engineering,Male,48,140000,38,3.3,0.38,Active,2016-06-25
EMP1647,Sales,Female,45,110000,43,4.8,0.01,Active,2017-04-23
EMP1648,Sales,Female,24,80000,21,1.8,0.13,Resigned,2023-07-25
EMP1649,HR,Male,53,100000,28,2.1,0.31,Active,2021-05-19
EMP1650,Sales,Male,39,90000,38,4.0,0.29,Active,2019-01-17
EMP1651,Sales,Non-binary,36,140000,37,2.7,0.37,Active,2018-06-20
EMP1652,Engineering,Male,36,80000,42,3.3,0.43,Active,2025-05-02
EMP1653,Engineering,Female,24,70000,23,3.0,0.03,Resigned,2020-12-06
EMP1654,Sales,Non-binary,40,70000,34,3.4,0.47,Resigned,2017-12-09
EMP1655,Sales,Female,22,90000,49,4.1,0.31,Resigned,2021-09-23
EMP1656,Marketing,Non-binary,41,110000,31,3.0,0.07,Active,2021-06-04
EMP1657,Sales,Non-binary,25,130000,29,3.6,0.18,Active,2016-10-16
EMP1658,Sales,Female,48,110000,15,1.5,0.43,Active,2020-02-01
EMP1659,Marketing,Female,51,80000,47,4.2,0.05,Resigned,2021-11-13
EMP1660,Marketing,Non-binary,44,90000,18,2.2,0.45,Resigned,2018-11-10
EMP1661,Marketing,Female,60,120000,28,2.9,0.43,Active,2021-03-19
EMP1662,Engineering,Non-binary,45,90000,27,3.0,0.05,Resigned,2022-11-09
EMP1663,Engineering,Female,31,130000,23,2.1,0.39,Active,2016-01-26
EMP1664,Marketing,Female,51,140000,41,4.6,0.16,Resigned,2017-06-27
EMP1665,Engineering,Male,60,130000,50,4.6,0.14,Active,2017-05-03
EMP1666,Engineering,Female,36,140000,26,2.1,0.39,Active,2025-11-20
EMP1667,Product,Non-binary,49,110000,38,3.3,0.4,Active,2019-11-12
EMP1668,HR,Female,47,150000,48,5.0,0.22,Active,2025-09-21
EMP1669,Sales,Male,57,90000,35,4.4,0.05,Resigned,2015-07-09
EMP1670,Product,Female,60,130000,16,2.1,0.32,Active,2021-02-27
EMP1671,Marketing,Non-binary,23,70000,21,2.5,0.1,Resigned,2015-08-10
EMP1672,Product,Non-binary,36,130000,36,3.9,0.02,Active,2017-01-06
EMP1673,Product,Male,53,80000,45,4.5,0.4,Resigned,2020-11-28
EMP1674,HR,Male,49,140000,32,3.8,0.27,Resigned,2018-10-01
EMP1675,Engineering,Non-binary,54,130000,11,0.4,0.12,Resigned,2018-12-18
EMP1676,Engineering,Female,57,130000,25,3.2,0.42,Active,2024-04-05
EMP1677,Product,Non-binary,58,140000,22,2.3,0.12,Resigned,2017-12-15
EMP1678,Product,Non-binary,51,80000,30,3.6,0.18,Active,2019-08-05
EMP1679,Marketing,Female,30,90000,48,5.0,0.16,Active,2017-04-25
EMP1680,Product,Male,40,110000,15,0.9,0.22,Resigned,2021-04-23
EMP1681,Product,Non-binary,35,120000,20,2.1,0.41,Resigned,2016-12-19
EMP1682,Product,Female,42,70000,12,0.7,0.2,Active,2025-01-14
EMP1683,HR,Male,47,130000,41,4.3,0.35,Active,2023-09-11
EMP1684,HR,Female,56,130000,31,3.2,0.21,Active,2016-11-20
EMP1685,HR,Female,43,150000,31,3.1,0.2,Active,2019-12-11
EMP1686,Engineering,Non-binary,39,130000,50,4.6,0.49,Active,2020-03-01
EMP1687,Engineering,Male,28,100000,41,3.9,0.04,Active,2019-11-13
EMP1688,Product,Non-binary,57,90000,22,1.3,0.46,Active,2017-03-12
EMP1689,Sales,Male,26,120000,28,2.0,0.29,Active,2023-07-27
EMP1690,Sales,Female,53,90000,41,3.6,0.19,Active,2024-03-28
EMP1691,Engineering,Non-binary,31,150000,36,4.3,0.26,Active,2023-04-16
EMP1692,HR,Female,37,130000,14,0.6,0.06,Active,2021-07-16
EMP1693,Sales,Female,43,150000,23,2.8,0.25,Active,2018-10-25
EMP1694,HR,Male,33,150000,16,1.3,0.04,Active,2023-01-13
EMP1695,Sales,Female,24,110000,36,3.8,0.01,Resigned,2017-08-26
EMP1696,Marketing,Non-binary,45,130000,26,3.2,0.41,Active,2018-06-25
EMP1697,Engineering,Female,26,140000,49,5.0,0.21,Active,2015-08-26
EMP1698,HR,Male,48,120000,11,1.8,0.37,Active,2025-02-26
EMP1699,HR,Non-binary,56,80000,30,2.1,0.04,Active,2018-11-28
