Employee_ID,Department,Gender,Age,Salary,Training_Hours,Performance_Rating,Overtime_Ratio,Status,Hire_Date
EMP1329,Product,Non-binary,45,150000.0,37,4.6,0.3,Resigned,2020-02-01
EMP1330,HR,Male,50,130000.0,43,4.4,0.48,Active,2018-03-01
EMP1331,Marketing,Female,56,80000.0,31,48.38592497661301,0.19,Active,2015-01-01
EMP1332,HR,Non-binary,46,120000.0,45,3.9,0.18,Resigned,2017-04-01
EMP1333,Product,Male,37,140000.0,22,2.3,0.17,Active,2015-08-01
EMP1334,Engineering,Female,48,133000.0,16,1.3,0.4,Resigned,2015-06-01
EMP1335,Engineering,Non-binary,42,140000.0,25,3.2,0.05,Active,2017-05-01
EMP1336,Product,Male,47,150000.0,15,0.8,0.43,Resigned,2016-05-01
EMP1337,Product,Non-binary,27,90000.0,49,4.0,0.46,Active,2017-04-01
EMP1338,Product,Male,40,80000.0,50,94.96761846467778,0.47,Active,2019-01-01
EMP1339,Engineering,Female,41,133000.0,28,2.4,0.23,Active,2034-20-16
EMP1340,HR,Non-binary,32,100000.0,42,4.2,0.33,Active,2015-03-01
EMP1341,Product,Male,54,100000.0,23,2.9,0.21,Resigned,2019-05-01
EMP1342,HR,Female,30,120000.0,38,3.3,0.06,Resigned,16/9/2021
EMP1343,Engineering,Male,43,110000.0,43,3.5,0.13,Resigned,2023-04-01
EMP1344,Sales,Male,44,150000.0,46,3.9,0.08,Active,2016-12-01
EMP1345,Engineering,Non-binary,55,150000.0,45,4.0,0.2,Active,2022-03-01
EMP1346,Sales,Female,54,130000.0,33,2.5,0.24,Active,2015-05-01
EMP1347,Sales,Non-binary,58,120000.0,24,1.8,0.14,Active,2015-05-01
EMP1348,Product,Female,34,70000.0,17,2.2,0.04,Active,2015-11-01
EMP1349,Marketing,Male,25,90000.0,49,4.6,0.5,Active,2016-04-01
EMP1350,engineering,Female,40,123500.0,27,2.1,0.13,Active,2018-05-01
EMP1351,Product,Female,44,100000.0,24,2.9,0.42,Resigned,2023-02-01
EMP1352,Sales,Non-binary,52,140000.0,12,1.4,0.17,Resigned,2017-04-01
EMP1353,HR,Non-binary,53,70000.0,27,2.2,0.12,Resigned,2021-11-01
EMP1354,Sales,Female,37,110000.0,27,87.91924656521083,0.02,Active,2015-09-01
EMP1355,Sales,Male,23,110000.0,45,4.9,0.32,Active,2017-05-01
EMP1356,Sales,Non-binary,48,150000.0,49,5.0,0.46,Active,2019-03-01
EMP1357,HR,Non-binary,54,80000.0,14,2.1,0.25,Active,2015-01-01
EMP1358,Sales,Non-binary,45,70000.0,37,3.6,0.32,Active,2022-08-01
EMP1359,Marketing,Female,30,70000.0,29,3.1,0.43,Active,2019-03-01
EMP1360,Product,Non-binary,43,120000.0,21,2.2,0.42,Active,2021-06-01
EMP1361,HR,Male,54,90000.0,17,2.4,0.14,Resigned,2019-07-01
EMP1362,Engineering,Non-binary,48,100000.0,38,4.5,0.01,Active,2017-05-01
EMP1363,Product,Female,35,70000.0,12,2.0,0.07,Active,2017-03-01
EMP1364,Product,Female,57,140000.0,33,3.7,0.13,Active,3/2/2023
EMP1365,Engineering,Non-binary,25,110000.0,21,2.6,0.28,Resigned,2017-07-01
EMP1366,Marketing,Female,40,80000.0,47,4.0,0.45,Active,2022-11-01
EMP1367,Marketing,Female,43,120000.0,34,3.3,0.32,Resigned,2015-06-01
EMP1368,Sales,Male,51,120000.0,39,4.0,0.23,Resigned,2023-03-01
EMP1369,Engineering,Male,41,100000.0,32,2.3,0.39,Active,2015-10-01
EMP1370,Product,Non-binary,39,140000.0,12,1.3,0.49,Resigned,6/2/2024
EMP1371,Engineering,Non-binary,32,80000.0,10,0.5,0.4,Active,2018-03-01
EMP1372,HR,Female,34,80000.0,20,1.1,0.48,Resigned,2019-07-01
EMP1373,Product,Female,56,80000.0,40,4.9,0.28,Active,2015-11-01
EMP1374,Marketing,Female,37,90000.0,41,3.3,0.1,Active,2021-04-01
EMP1375,HR,Female,52,110000.0,46,5.0,0.21,Active,2018-06-01
EMP1376,Marketing,Non-binary,33,110000.0,39,-0.2124438437315762,0.26,Resigned,2023-03-01
EMP1377,Marketing,Non-binary,35,150000.0,30,2.1,0.34,Active,2018-03-01
EMP1378,Product,Male,47,90000.0,24,3.2,0.17,Active,2018-08-01
EMP1379,Marketing,Female,34,70000.0,19,2.9,0.02,Resigned,2015-12-01
EMP1380,Product,Female,42,110000.0,48,5.0,0.41,Active,2018-02-01
EMP1381,Marketing,Female,32,120000.0,20,1.4,0.3,Resigned,2016-04-01
EMP1382,hr,Male,23,100000.0,14,0.5,0.44,Active,2016-08-01
EMP1383,Product,Non-binary,24,110000.0,21,1.7,0.12,Active,2023-08-01
EMP1384,Marketing,Male,33,100000.0,28,3.5,0.44,Active,2017-04-01
EMP1385,HR,Male,45,80000.0,28,2.1,0.1,Active,2016-03-01
EMP1386,HR,Male,27,90000.0,16,0.9,0.43,Active,2018-07-01
EMP1387,Marketing,Female,52,70000.0,24,2.5,0.37,Active,2019-10-01
EMP1388,product,Male,39,130000.0,49,4.0,0.46,Active,2017-09-01
EMP1389,HR,Male,26,,42,4.8,0.03,Active,2018-09-01
EMP1390,Sales,Male,36,110000.0,26,1.6,0.3,Resigned,2017-04-01
EMP1391,HR,Male,24,110000.0,26,2.3,0.39,Resigned,2023-03-01
EMP1392,Engineering,Female,37,114000.0,16,1.1,0.03,Active,2018-11-01
EMP1393,HR,Male,58,,12,1.2,0.31,Active,2018-04-01
EMP1394,HR,Non-binary,32,110000.0,28,2.2,0.28,Resigned,2020-09-01
EMP1395,Engineering,Female,32,142500.0,25,2.8,0.39,Active,2016-03-01
EMP1396,HR,Male,35,140000.0,31,3.6,0.36,Active,2017-11-01
EMP1397,HR,Male,45,90000.0,37,4.6,0.23,Active,2015-04-01
EMP1398,Engineering,Female,22,123500.0,27,2.6,0.28,Resigned,15/6/2015
EMP1399,Sales,Male,27,150000.0,11,1.2,0.45,Active,2022-08-01
EMP1400,Sales,Male,36,140000.0,35,3.8,0.25,Active,2015-01-01
EMP1401,HR,Non-binary,53,110000.0,11,1.9,0.26,Active,2018-10-01
EMP1402,Sales,Male,51,90000.0,30,3.4,0.21,Active,2018-03-01
EMP1403,Sales,Non-binary,30,150000.0,42,5.0,0.16,Resigned,2021-02-01
EMP1404,Marketing,Non-binary,39,130000.0,14,0.6,0.14,Active,2022-12-01
EMP1405,HR,Female,60,120000.0,43,-3.4350245138316247,0.43,Active,2023-01-01
EMP1406,Sales,Non-binary,22,110000.0,50,5.0,0.46,Active,2016-05-01
EMP1407,Sales,Non-binary,33,120000.0,16,1.3,0.44,Resigned,2020-04-01
EMP1408,Product,Male,43,90000.0,29,2.8,0.0,Active,2015-11-01
EMP1409,Marketing,Female,22,150000.0,43,-0.19493517969970064,0.22,Active,2022-03-01
EMP1410,Marketing,Female,37,120000.0,10,1.4,0.41,Active,2041-15-40
EMP1411,Sales,Female,34,90000.0,33,2.8,0.44,Active,2018-03-01
EMP1412,HR,Non-binary,30,100000.0,26,2.0,0.04,Active,2020-06-01
EMP1413,Engineering,Non-binary,31,80000.0,44,3.5,0.32,Active,2022-08-01
EMP1414,HR,Female,48,140000.0,50,5.0,0.21,Active,2020-10-01
EMP1415,HR,Male,53,130000.0,31,2.5,0.07,Active,2017-11-01
EMP1416,Engineering,Female,22,76000.0,34,4.0,0.46,Active,2022-10-01
EMP1417,Engineering,Male,27,80000.0,38,4.7,0.26,Active,2022-09-01
EMP1418,HR,Non-binary,53,100000.0,35,3.9,0.08,Active,2018-08-01
EMP1419,Product,Male,60,,26,3.0,0.41,Active,2020-07-01
EMP1420,HR,Non-binary,25,80000.0,27,1.7,0.18,Active,2023-09-01
EMP1421,Product,Male,31,120000.0,29,3.0,0.38,Active,2016-04-01
EMP1422,Sales,Female,48,130000.0,42,3.8,0.26,Active,2016-06-01
EMP1423,Marketing,Male,52,140000.0,39,3.7,0.06,Active,2022-06-01
EMP1424,Marketing,Female,56,150000.0,21,1.8,0.31,Resigned,2041-5-1
EMP1425,HR,Non-binary,44,120000.0,50,5.0,0.35,Resigned,2016-04-01
EMP1426,Marketing,Female,55,70000.0,11,0.3,0.42,Active,2019-06-01
EMP1427,Product,Non-binary,26,90000.0,33,2.7,0.1,Resigned,2022-02-01
EMP1428,Product,Male,44,90000.0,18,2.3,0.07,Active,2022-05-01
EMP1429,Marketing,Male,42,80000.0,16,1.0,0.04,Active,2015-09-01
EMP1430,Marketing,Non-binary,51,150000.0,12,79.63759669620393,0.26,Active,2021-06-01
EMP1431,HR,Non-binary,41,80000.0,43,4.3,0.12,Active,2020-11-01
EMP1432,Engineering,Female,32,95000.0,46,4.9,0.25,Resigned,2016-06-01
EMP1433,Sales,Non-binary,35,120000.0,10,0.6,0.43,Resigned,2023-11-01
EMP1434,Marketing,Male,31,70000.0,12,0.5,0.42,Active,2015-08-01
EMP1435,Engineering,Male,60,150000.0,17,1.6,0.39,Active,2017-11-01
EMP1436,hr,Non-binary,31,100000.0,26,1.7,0.43,Active,2023-09-01
EMP1437,Product,Female,34,100000.0,27,32.45697952686815,0.34,Active,2018-09-01
EMP1438,Marketing,Female,25,80000.0,20,1.0,0.1,Active,7/9/2015
EMP1439,Sales,Male,48,110000.0,16,-2.469984541574675,0.33,Active,2015-05-01
EMP1440,Engineering,Non-binary,28,140000.0,20,2.6,0.15,Resigned,2020-04-01
EMP1441,Marketing,Male,31,140000.0,28,2.0,0.2,Active,2017-15-10
EMP1442,Marketing,Female,25,90000.0,28,2.4,0.16,Resigned,2016-09-01
EMP1443,Marketing,Non-binary,52,90000.0,44,4.9,0.03,Active,2021-11-01
EMP1444,Engineering,Male,55,,10,0.6,0.25,Active,2020-01-01
EMP1445,Marketing,Male,58,80000.0,22,2.6,0.11,Active,2019-10-01
EMP1446,Sales,Female,45,100000.0,44,4.2,0.29,Active,2019-06-01
EMP1447,HR,Male,52,120000.0,22,2.0,0.48,Active,2022-12-01
EMP1448,Product,Non-binary,31,70000.0,18,2.5,0.25,Resigned,2017-05-01
EMP1449,HR,Non-binary,42,140000.0,31,2.3,0.5,Active,2022-04-01
EMP1450,Product,Non-binary,44,150000.0,21,2.3,0.39,Resigned,2017-01-01
EMP1451,Product,Non-binary,24,120000.0,24,-4.788424589148058,0.38,Active,2022-12-01
EMP1452,Marketing,Male,28,80000.0,11,1.3,0.02,Active,2021-04-01
EMP1453,Product,Male,41,90000.0,24,2.5,0.17,Resigned,2015-02-01
EMP1454,Marketing,Male,29,110000.0,48,5.0,0.37,Active,2018-01-01
EMP1455,Marketing,Non-binary,33,140000.0,18,2.6,0.39,Resigned,2018-11-01
EMP1456,engineering,Female,56,142500.0,26,1.8,0.48,Active,2023-03-01
EMP1457,Engineering,Non-binary,29,140000.0,25,2.9,0.49,Active,2021-10-01
EMP1458,Sales,Female,29,70000.0,25,2.0,0.47,Active,2022-12-01
EMP1459,Product,Male,28,130000.0,50,5.0,0.35,Active,2018-05-01
EMP1460,Sales,Male,45,150000.0,41,4.8,0.08,Resigned,2017-11-01
EMP1461,Product,Female,48,110000.0,45,4.6,0.31,Active,2020-10-01
EMP1462,Sales,Male,47,140000.0,50,5.0,0.36,Active,2021-01-01
EMP1463,Sales,Female,41,140000.0,26,2.6,0.29,Resigned,2016-03-01
EMP1464,Product,Male,27,150000.0,20,31.943030049971238,0.1,Active,2020-01-01
EMP1465,Engineering,Female,30,133000.0,13,0.9,0.48,Resigned,6/9/2024
EMP1466,Sales,Male,59,120000.0,17,1.6,0.4,Active,2022-10-01
EMP1467,HR,Female,44,70000.0,26,89.70768786486225,0.5,Active,2017-04-01
EMP1468,Sales,Male,43,80000.0,37,-2.4549921739974767,0.2,Active,2016-01-01
EMP1469,Engineering,Female,22,133000.0,21,1.6,0.07,Resigned,2022-01-01
EMP1470,Sales,Non-binary,36,120000.0,48,4.6,0.35,Resigned,2016-07-01
EMP1471,Sales,Female,39,110000.0,24,2.0,0.08,Active,2023-04-01
EMP1472,Marketing,Male,53,150000.0,50,5.0,0.4,Active,22/6/2024
EMP1473,Engineering,Female,50,142500.0,26,1.7,0.16,Active,20/4/2017
EMP1474,Marketing,Female,25,110000.0,20,2.1,0.38,Active,2019-01-01
EMP1475,Marketing,Male,47,110000.0,37,3.1,0.28,Resigned,2019-08-01
EMP1476,Product,Non-binary,52,70000.0,40,4.0,0.46,Active,2023-04-01
EMP1477,HR,Female,31,120000.0,18,1.4,0.28,Resigned,2022-12-01
EMP1478,Product,Female,41,70000.0,13,0.8,0.37,Active,2017-07-01
EMP1479,Marketing,Male,35,130000.0,43,5.0,0.04,Active,2016-11-01
EMP1480,Engineering,Male,52,70000.0,41,4.5,0.41,Resigned,2015-06-01
EMP1481,Marketing,Female,51,80000.0,19,20.736508626090227,0.42,Resigned,2015-10-01
EMP1482,HR,Male,35,150000.0,18,1.8,0.44,Resigned,2018-11-01
EMP1483,HR,Non-binary,60,100000.0,11,2.0,0.41,Active,2019-01-01
EMP1484,Sales,Male,36,140000.0,19,2.8,0.27,Active,2021-11-01
EMP1485,Engineering,Male,46,110000.0,44,54.61146354283164,0.27,Active,2022-07-01
EMP1486,Product,Male,42,90000.0,48,4.5,0.09,Active,2023-02-01
EMP1487,Engineering,Female,52,66500.0,10,59.60187175329943,0.3,Active,2021-05-01
EMP1488,Marketing,Female,40,150000.0,33,3.8,0.09,Resigned,2018-07-01
EMP1489,Engineering,Female,46,104500.0,45,4.8,0.36,Active,2017-02-01
EMP1490,Product,Non-binary,39,90000.0,42,5.0,0.14,Resigned,2019-06-01
EMP1491,Sales,Male,51,80000.0,43,3.6,0.09,Active,2015-02-01
EMP1492,Marketing,Male,49,80000.0,49,5.0,0.06,Active,27/7/2023
EMP1493,Sales,Male,45,150000.0,33,3.4,0.23,Resigned,2019-01-01
EMP1494,Marketing,Female,24,130000.0,34,3.3,0.25,Active,2023-08-01
EMP1495,HR,Female,48,,28,2.5,0.34,Active,2023-07-01
EMP1496,Engineering,Male,43,130000.0,19,1.0,0.29,Active,2020-02-01
EMP1497,Sales,Non-binary,54,130000.0,12,0.4,0.11,Active,2017-08-01
EMP1498,Marketing,Non-binary,46,120000.0,27,2.1,0.45,Resigned,2015-12-01
EMP1499,HR,Male,22,90000.0,31,3.6,0.33,Active,2021-05-01
EMP1500,Engineering,Male,38,90000.0,22,1.9,0.32,Active,2017-05-01
EMP1501,Product,Non-binary,50,,10,0.4,0.13,Active,2015-11-01
EMP1502,Marketing,Male,57,150000.0,43,-1.1386648951038407,0.21,Active,2021-01-01
EMP1503,Engineering,Male,51,130000.0,19,1.6,0.47,Resigned,2021-05-01
EMP1504,Product,Male,53,100000.0,49,4.1,0.07,Active,2023-03-01
EMP1505,Engineering,Male,28,110000.0,40,3.6,0.09,Active,2015-12-01
EMP1506,Marketing,Male,45,80000.0,32,3.5,0.16,Active,2023-07-01
EMP1507,HR,Male,56,130000.0,27,2.2,0.42,Active,2015-02-01
EMP1508,HR,Female,57,110000.0,49,5.0,0.43,Active,11/9/2015
EMP1509,HR,Female,23,70000.0,11,1.4,0.02,Active,2022-01-01
EMP1510,Product,Female,24,,50,5.0,0.36,Resigned,2015-09-01
EMP1511,Marketing,Non-binary,35,70000.0,19,2.8,0.15,Resigned,2031-18-35
EMP1512,Marketing,Male,43,70000.0,16,1.2,0.39,Active,2015-05-01
EMP1513,Marketing,Male,60,130000.0,10,0.1,0.34,Active,2021-07-01
EMP1514,HR,Male,30,110000.0,29,2.5,0.29,Active,2023-11-01
EMP1515,Sales,Male,54,120000.0,20,2.4,0.15,Active,2019-04-01
EMP1516,Marketing,Male,37,110000.0,25,3.4,0.3,Active,2022-06-01
EMP1517,Sales,Non-binary,23,90000.0,34,3.5,0.44,Resigned,2031-5-34
EMP1518,Sales,Non-binary,37,120000.0,38,4.8,0.17,Resigned,2021-12-01
EMP1519,Product,Male,36,110000.0,43,4.9,0.25,Active,2016-03-01
EMP1520,HR,Non-binary,33,80000.0,27,1.8,0.18,Resigned,2019-09-01
EMP1521,Sales,Non-binary,41,,17,1.4,0.03,Active,2022-11-01
EMP1522,Product,Non-binary,26,80000.0,15,2.3,0.22,Active,2017-07-01
EMP1523,Sales,Male,54,90000.0,32,4.1,0.12,Resigned,2018-06-01
EMP1524,Sales,Female,41,140000.0,12,1.5,0.23,Active,2020-08-01
EMP1525,Product,Female,53,90000.0,15,1.1,0.47,Active,2019-04-01
EMP1526,Engineering,Male,50,150000.0,29,2.8,0.28,Active,2022-04-01
EMP1527,Marketing,Male,59,80000.0,12,0.8,0.36,Resigned,2015-11-01
EMP1528,HR,Female,58,150000.0,15,1.8,0.07,Resigned,2023-02-01
EMP1529,Marketing,Male,45,80000.0,30,-0.5384651989873929,0.34,Active,2019-05-01
EMP1530,hr,Male,35,120000.0,28,2.2,0.31,Active,2019-02-01
EMP1531,Sales,Non-binary,42,90000.0,41,4.3,0.49,Active,2019-03-01
EMP1532,Marketing,Female,42,90000.0,21,2.4,0.5,Active,2016-04-01
EMP1533,HR,Non-binary,48,150000.0,43,4.9,0.13,Active,2016-03-01
EMP1534,Engineering,Male,38,,22,3.1,0.1,Active,2022-08-01
EMP1535,Product,Male,48,140000.0,12,0.3,0.24,Active,2017-04-01
EMP1536,Marketing,Male,28,110000.0,48,5.0,0.28,Active,2022-08-01
EMP1537,Marketing,Female,48,140000.0,39,3.8,0.43,Active,2020-11-01
EMP1538,HR,Male,46,100000.0,14,1.1,0.01,Active,2020-09-01
EMP1539,Marketing,Female,46,80000.0,50,4.9,0.02,Resigned,2022-06-01
EMP1540,Sales,Female,40,70000.0,28,2.9,0.03,Resigned,2023-12-01
EMP1541,HR,Male,37,80000.0,11,2.1,0.18,Active,2018-09-01
EMP1542,Engineering,Non-binary,30,90000.0,17,0.7,0.38,Resigned,2023-07-01
EMP1543,HR,Male,59,90000.0,13,1.3,0.01,Resigned,2021-06-01
EMP1544,Product,Male,50,80000.0,46,4.3,0.32,Active,2017-05-01
EMP1545,Marketing,Male,50,130000.0,36,-3.478588791377555,0.03,Resigned,2021-02-01
EMP1546,Marketing,Male,36,110000.0,35,-4.1959359443644395,0.2,Resigned,2016-10-01
EMP1547,Product,Female,53,,44,4.9,0.23,Resigned,2021-06-01
EMP1548,Engineering,Non-binary,22,110000.0,21,2.6,0.46,Resigned,2015-12-01
EMP1549,Marketing,Non-binary,44,140000.0,33,3.7,0.32,Active,2022-06-01
EMP1550,Marketing,Non-binary,54,150000.0,35,2.8,0.4,Active,2017-01-01
EMP1551,HR,Female,55,150000.0,13,0.8,0.42,Active,2018-02-01
EMP1552,HR,Female,39,110000.0,44,4.8,0.0,Active,2019-07-01
EMP1553,HR,Female,26,70000.0,27,2.0,0.24,Active,3/8/2015
EMP1554,Engineering,Male,54,130000.0,25,77.11046128218797,0.08,Resigned,2019-08-01
EMP1555,Product,Male,43,120000.0,40,4.5,0.47,Active,2022-05-01
EMP1556,Marketing,Female,23,120000.0,49,4.7,0.5,Resigned,2017-06-01
EMP1557,Product,Non-binary,50,70000.0,16,1.0,0.0,Active,2019-08-01
EMP1558,HR,Male,55,120000.0,11,-4.852010284179736,0.1,Active,2017-10-01
EMP1559,hr,Female,41,130000.0,33,4.1,0.1,Active,2019-04-01
EMP1560,Sales,Non-binary,43,90000.0,30,-4.400361734050198,0.12,Active,2019-05-01
EMP1561,Engineering,Non-binary,54,110000.0,11,0.5,0.26,Active,2016-04-01
EMP1562,Sales,Male,39,,32,2.3,0.34,Active,2023-11-01
EMP1563,Marketing,Male,46,100000.0,30,-1.8678916145725466,0.11,Active,2019-12-01
EMP1564,Product,Male,25,90000.0,36,3.0,0.31,Active,2021-01-01
EMP1565,sales,Non-binary,52,80000.0,45,5.0,0.49,Active,2019-02-01
EMP1566,Marketing,Non-binary,31,120000.0,36,3.6,0.35,Active,2023-04-01
EMP1567,Engineering,Female,51,,13,0.4,0.23,Active,2015-07-01
EMP1568,Product,Female,56,150000.0,29,3.5,0.24,Resigned,2016-03-01
EMP1569,Engineering,Female,58,142500.0,36,4.0,0.13,Resigned,2022-11-01
EMP1570,Product,Female,40,140000.0,13,0.4,0.08,Active,2014-17-21
EMP1571,Product,Female,48,130000.0,28,2.6,0.38,Resigned,2015-07-01
EMP1572,Sales,Female,41,100000.0,28,2.2,0.1,Active,2021-01-01
EMP1573,Marketing,Female,27,90000.0,40,4.0,0.13,Active,2016-12-01
EMP1574,Sales,Female,37,120000.0,38,3.8,0.34,Active,13/6/2017
EMP1575,HR,Non-binary,22,150000.0,25,3.4,0.08,Active,2017-11-01
EMP1576,sales,Non-binary,25,130000.0,21,2.1,0.19,Resigned,2023-02-01
EMP1577,Product,Female,30,130000.0,21,1.7,0.23,Active,2023-11-01
EMP1578,Engineering,Non-binary,25,80000.0,33,4.2,0.37,Active,2019-04-01
EMP1579,Sales,Female,24,110000.0,14,1.7,0.29,Active,2017-11-01
EMP1580,Engineering,Male,47,100000.0,13,1.4,0.34,Active,2016-12-01
EMP1581,HR,Non-binary,46,100000.0,24,2.3,0.01,Active,2021-11-01
EMP1582,engineering,Non-binary,34,80000.0,20,1.3,0.07,Active,2016-11-01
EMP1583,Sales,Non-binary,25,130000.0,24,2.7,0.12,Resigned,2017-07-01
EMP1584,Marketing,Male,51,80000.0,39,101.49304359319176,0.08,Resigned,2020-01-01
EMP1585,Marketing,Female,59,120000.0,42,4.6,0.35,Active,2017-05-01
EMP1586,Marketing,Male,47,80000.0,43,3.9,0.11,Active,2022-06-01
EMP1587,Product,Non-binary,55,70000.0,47,4.4,0.42,Active,2022-07-01
EMP1588,Engineering,Male,38,100000.0,33,3.3,0.13,Active,2015-05-01
EMP1589,Marketing,Non-binary,55,120000.0,21,1.3,0.16,Active,2043-22-16
EMP1590,Product,Female,32,90000.0,27,2.0,0.38,Active,2019-01-01
EMP1591,HR,Non-binary,40,120000.0,25,-2.166167986802935,0.18,Active,2019-11-01
EMP1592,HR,Male,44,130000.0,14,2.3,0.28,Active,2016-02-01
EMP1593,Engineering,Non-binary,30,110000.0,12,1.3,0.12,Active,2023-08-01
EMP1594,HR,Female,33,110000.0,12,0.7,0.17,Active,2022-10-01
EMP1595,Engineering,Female,36,104500.0,24,1.6,0.25,Active,2016-05-01
EMP1596,Product,Non-binary,60,100000.0,35,2.9,0.34,Active,2015-05-01
EMP1597,Sales,Male,58,140000.0,35,3.5,0.21,Resigned,2021-14-35
EMP1598,Engineering,Male,50,120000.0,12,1.8,0.33,Resigned,2015-03-01
EMP1599,Sales,Female,47,100000.0,34,2.8,0.03,Active,2017-07-01
EMP1600,Marketing,Male,41,110000.0,15,1.0,0.13,Active,2019-10-01
EMP1601,Engineering,Male,39,140000.0,16,0.9,0.24,Resigned,2020-12-01
EMP1602,HR,Male,49,130000.0,34,3.1,0.36,Active,2020-05-01
EMP1603,Marketing,Female,51,130000.0,34,3.2,0.34,Active,2016-01-01
EMP1604,Product,Male,29,150000.0,39,-3.015885807498919,0.43,Active,2021-10-01
EMP1605,HR,Male,29,150000.0,16,2.1,0.31,Resigned,2023-01-01
EMP1606,HR,Non-binary,42,130000.0,19,70.97621723958937,0.18,Resigned,2017-01-01
EMP1607,Product,Female,44,110000.0,46,-0.32054494568159175,0.26,Active,2020-04-01
EMP1608,Marketing,Male,54,110000.0,22,2.6,0.38,Active,2017-07-01
EMP1609,Marketing,Male,59,150000.0,29,3.3,0.07,Resigned,2022-09-01
EMP1610,Marketing,Male,26,90000.0,36,3.3,0.5,Active,2020-03-01
EMP1611,Marketing,Male,41,120000.0,16,1.2,0.19,Active,2019-06-01
EMP1612,Engineering,Non-binary,59,150000.0,28,2.4,0.41,Resigned,2022-09-01
EMP1613,Marketing,Male,56,140000.0,17,0.8,0.39,Active,2020-04-01
EMP1614,Product,Male,23,80000.0,26,2.4,0.25,Resigned,2022-05-01
EMP1615,Product,Non-binary,44,70000.0,26,2.9,0.04,Active,2022-03-01
EMP1616,HR,Female,37,80000.0,37,-2.4782896896039315,0.03,Active,2020-07-01
EMP1617,Engineering,Male,23,100000.0,40,4.9,0.46,Active,2019-03-01
EMP1618,Sales,Female,37,70000.0,17,2.2,0.4,Resigned,2004-14-34
EMP1619,Sales,Female,45,110000.0,14,0.9,0.35,Active,2021-08-01
EMP1620,Engineering,Female,50,142500.0,37,2.8,0.0,Active,2018-05-01
EMP1621,Marketing,Male,51,110000.0,15,1.9,0.04,Active,2021-08-01
EMP1622,Engineering,Male,48,150000.0,22,2.9,0.1,Active,2020-12-01
EMP1623,Marketing,Non-binary,50,80000.0,36,3.8,0.38,Active,2021-10-01
EMP1624,Sales,Female,25,130000.0,47,5.0,0.07,Resigned,2021-02-01
EMP1625,Engineering,Female,27,133000.0,11,0.5,0.3,Active,2017-07-01
EMP1626,Engineering,Male,22,140000.0,32,3.4,0.38,Active,2015-01-01
EMP1627,Engineering,Female,33,114000.0,20,2.7,0.43,Active,2017-04-01
EMP1628,Sales,Non-binary,49,90000.0,45,5.0,0.04,Active,2023-10-01
EMP1629,Engineering,Non-binary,38,90000.0,42,4.3,0.02,Active,2020-01-01
EMP1630,Engineering,Male,46,110000.0,30,2.6,0.29,Active,2022-10-01
EMP1631,Engineering,Male,47,70000.0,37,3.4,0.08,Resigned,2018-07-01
EMP1632,Engineering,Female,45,76000.0,29,2.4,0.15,Active,2021-10-01
EMP1633,Engineering,Female,22,95000.0,12,-1.5868362384809964,0.32,Resigned,2018-10-01
EMP1634,Product,Non-binary,47,140000.0,27,17.797650508302283,0.2,Active,2016-01-01
EMP1635,Engineering,Non-binary,38,110000.0,26,2.7,0.24,Resigned,2020-11-01
EMP1636,HR,Female,31,70000.0,31,3.6,0.05,Resigned,2015-05-01
EMP1637,HR,Male,32,140000.0,37,4.2,0.44,Resigned,2017-06-01
EMP1638,Product,Female,27,150000.0,15,1.9,0.12,Active,2020-01-01
EMP1639,Sales,Female,22,130000.0,36,2.9,0.44,Active,2020-04-01
EMP1640,Sales,Non-binary,33,140000.0,20,1.1,0.5,Active,2021-03-01
EMP1641,HR,Male,38,80000.0,20,1.9,0.4,Active,2015-05-01
EMP1642,Sales,Male,45,150000.0,26,3.0,0.43,Active,2015-06-01
EMP1643,Product,Non-binary,33,130000.0,38,3.8,0.25,Resigned,2016-02-01
EMP1644,Product,Female,40,130000.0,37,3.1,0.04,Active,2016-03-01
EMP1645,Engineering,Non-binary,59,130000.0,38,4.2,0.06,Active,2016-04-01
EMP1646,Sales,Male,49,110000.0,48,4.0,0.29,Active,2020-06-01
EMP1647,Engineering,Non-binary,39,130000.0,35,3.1,0.27,Active,2017-09-01
EMP1648,Sales,Non-binary,53,110000.0,20,1.3,0.24,Active,2017-08-01
EMP1649,Marketing,Female,49,80000.0,46,66.91579128585386,0.47,Active,2016-02-01
EMP1650,Marketing,Male,37,150000.0,12,1.4,0.34,Resigned,2017-01-01
EMP1651,Sales,Male,60,100000.0,30,3.6,0.5,Resigned,2015-07-01
EMP1652,Marketing,Female,57,140000.0,39,4.0,0.44,Active,2016-06-01
EMP1653,Marketing,Female,38,110000.0,30,3.1,0.01,Active,2023-01-01
EMP1654,Marketing,Female,34,150000.0,18,1.7,0.04,Active,2015-04-01
EMP1655,Engineering,Male,27,140000.0,22,1.9,0.29,Active,2019-06-01
EMP1656,HR,Male,37,80000.0,31,-4.199638377192122,0.03,Active,2017-02-01
EMP1657,HR,Male,49,100000.0,30,3.0,0.15,Resigned,2015-07-01
EMP1658,Marketing,Male,60,120000.0,22,1.4,0.42,Resigned,2017-06-01
EMP1659,Marketing,Male,59,100000.0,39,4.9,0.37,Resigned,4/6/2021
EMP1660,Sales,Male,55,120000.0,26,2.0,0.11,Active,2022-11-01
EMP1661,Sales,Female,40,150000.0,19,1.3,0.11,Resigned,2019-04-01
